Model,Method,N_Epochs,Batch Size,Calibration Length,Prediction Samples,Training Time (s),MAE,MSE,RMSE,MAPE,sMAPE,MASE,RMSSE,CRPS,PICP,MIS,MPIW,Rho_Risk,Inference Time (s)
BlockRNN,ConformalQR,1,64,168,100,1.6514511108398438,16.17960126059396,953.5369437081473,30.72125732925706,7182650148.571428,89.55126953125,1.2700066311018807,0.7505013687270028,11.735065051487513,0.8159541147095817,147.61569758823939,44.292363848005024,0.41062394636017935,3.0583254950387135
