Model,Method,N_Epochs,Batch Size,Prediction Samples,Training Time (s),MAE,MSE,RMSE,MAPE,sMAPE,MASE,RMSSE,CRPS,PICP,MIS,MPIW,Rho_Risk,Inference Time (s)
BlockRNN,Gaussian,1,64,100,2.2847237586975098,16.882620130266464,1064.1735665457588,31.5334363456109,11477664182.857143,95.62078857421875,1.3228925211088998,0.7816335047994342,12.56364141191755,0.8927702478000096,130.92156219482422,59.26747131347656,0.5335840263536998,0.04201122692653111
BlockRNN,Quantile,1,64,100,1.6974356174468994,16.336674417768204,1071.7067086356026,31.247562573704094,5650077330.285714,95.28708975655692,1.2869595885276794,0.7606278572763715,11.515139307294573,0.7947080305644444,129.4513702392578,43.88087517874582,0.45653016439505983,0.05696896144321987
